TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202440,fall 2024,40619,ACCT 152-012,,Introduction to Managerial Accounting,"An introduction to internal accounting information for all levels of management. Topics include cost flow in a manufacturing operation; planning, evaluating and controlling through budgeting and standard costing; and decision-making using cost-volume-profit analysis, direct costing, and relevant costs.",T R,RB 041,,-, ,,-, ,35,35,35,858526411,"Hinrichs, David",,,Business,,,,,,,
202440,fall 2024,41221,ACCT 152-013,,Introduction to Managerial Accounting,"An introduction to internal accounting information for all levels of management. Topics include cost flow in a manufacturing operation; planning, evaluating and controlling through budgeting and standard costing; and decision-making using cost-volume-profit analysis, direct costing, and relevant costs.",T R,RB 041,,-, ,,-, ,35,35,35,858526411,"Hinrichs, David",,,Business,,,,,,,
202440,fall 2024,41902,ACCT 152-014,,Introduction to Managerial Accounting,"An introduction to internal accounting information for all levels of management. Topics include cost flow in a manufacturing operation; planning, evaluating and controlling through budgeting and standard costing; and decision-making using cost-volume-profit analysis, direct costing, and relevant costs.",T R,BI 220,,-, ,,-, ,30,35,35,802270653,"Rees, Thomas",,,Business,,,,,,,
202440,fall 2024,40753,ACCT 307-010,,Fundamentals of Federal Income Taxation,"An introductory study of the principles and concepts of federal income taxation of individuals, corporations, partnerships, and fiduciaries; and federal gift and estate taxes. Determination of tax liabilities and opportunities for planning are emphasized. Problem-solving using the source materials of tax law and tax research are important components of the course.",T R,BI 221,,-, ,,-, ,27,30,35,824686314,"Duquette, Robert",,,Business,,,,,,,
202440,fall 2024,40011,ACCT 311-010,,Accounting Information Systems,"An introduction to the concepts underlying information systems as they relate to organizational structure, managerial decision making and accounting. The course acquaints students with the reports and documents generated by information systems, as well as procedures and controls employed in a variety of business applications. Students apply these concepts, techniques and procedures to the planning, analysis and design of manual and computer-based information systems. The course is also open to sophomores with the appropriate prerequisites",M W,RB 137,,-, ,,-, ,35,38,40,858526411,"Hinrichs, David",,,Business,,,,,,,
202440,fall 2024,40643,ACCT 315-010,,Intermediate Accounting I,"Intensive study of the basic concepts and principles of financial accounting, emphasizing the problems of fair presentation of an entity's financial position, operating results and cash flows. Understanding of the conceptual framework of accounting, review of the accounting process, and recognition, measurement, valuation and disclosure of current assets, fixed assets, and intangibles. Problem-solving skills and critical analysis are stressed. The course is also open to sophomores with the appropriate prerequisites",M W,RB 041,,-, ,,-, ,38,40,40,823512530,"Walker, Kindra",,,Business,,,,,,,
202440,fall 2024,40745,ACCT 315-011,,Intermediate Accounting I,"Intensive study of the basic concepts and principles of financial accounting, emphasizing the problems of fair presentation of an entity's financial position, operating results and cash flows. Understanding of the conceptual framework of accounting, review of the accounting process, and recognition, measurement, valuation and disclosure of current assets, fixed assets, and intangibles. Problem-solving skills and critical analysis are stressed. The course is also open to sophomores with the appropriate prerequisites",M W,RB 041,,-, ,,-, ,38,40,40,823512530,"Walker, Kindra",,,Business,,,,,,,
202440,fall 2024,40012,ACCT 316-010,,Intermediate Accounting II,"The sequel to Accounting 315, this course continues with intensive study of recognition, measurement, valuation and disclosure issues relating to such topics as investments, liabilities, leases, pensions, income-taxes, share-based payments, revenue issues, earnings per share, and complexities related to the statement of changes in financial position. Analysis and interpretation of financial statements and problem-solving skills are integral parts of the course. The course is also open to sophomores with the appropriate prerequisites",T R,RB 085,,-, ,,-, ,30,33,35,850065324,"Gupta, Parveen",,,Business,,,,,,,
202440,fall 2024,40668,ACCT 317-010,,Advanced Financial Accounting,"A study of specialized topics in financial accounting, including partnership accounting, business combinations and consolidated financial statements, segment and interim reporting, foreign currency transactions and translation, and accounting and reporting for governmental and other nonprofit organizations. Involves considerable problem-solving and critical evaluation of controversial theoretical issues",M W,BI 110,,-, ,,-, ,12,22,30,802270653,"Rees, Thomas",,,Business,,,,,,,
202440,fall 2024,40013,ACCT 320-010,,Fundamentals Of Auditing,"An introduction to auditing theory, objectives, and practices related largely to the responsibilities of independent professional accountants. The auditing environment, generally accepted auditing standards, internal control theory, and reporting alternatives are considered. Exposure to operational auditing is provided.",M W,BI 126,,-, ,,-, ,16,22,30,891297714,"Peytcheva, Marietta",,,Business,,,,,,,
202440,fall 2024,40014,ACCT 324-010,,Advanced Managerial Accounting,"An in-depth study of cost concepts appropriate for product costing in a manufacturing operation, planning and controlling routine operations, and nonroutine decision-making. Topics include job order and process costing, joint and by-products, cost allocation, budgeting, standard costing, direct costing, cost-volume-profit analysis, and relevant costs for decisions. The course is also open to sophomores with the appropriate prerequisites",T R,BI 126,,-, ,,-, ,33,35,35,800080170,"Zureich, Jacob",,,Business,,,,,,,
202440,fall 2024,40015,ACCT 324-011,,Advanced Managerial Accounting,"An in-depth study of cost concepts appropriate for product costing in a manufacturing operation, planning and controlling routine operations, and nonroutine decision-making. Topics include job order and process costing, joint and by-products, cost allocation, budgeting, standard costing, direct costing, cost-volume-profit analysis, and relevant costs for decisions. The course is also open to sophomores with the appropriate prerequisites",T R,BI 111,,-, ,,-, ,35,35,35,800080170,"Zureich, Jacob",,,Business,,,,,,,
202440,fall 2024,44876,ACCT 340-010,,Investment Banking and Capital Markets Accounting,"Achieving the objectives of complex finance transactions designed and executed on Wall Street requires consideration of specific accounting, financial reporting and tax requirements. Students majoring in finance, particularly those pursuing internships or careers in investment banking, consulting and related corporate finance fields, or the CFA certification, will benefit from enhancing their accounting knowledge in these areas. This class is specifically designed to provide finance majors with fundamental knowledge of the accounting and reporting implications for complex corporate transactions.",T R,BI 110,,-, ,,-, ,24,30,35,802270653,"Rees, Thomas",,,Business,,,,,,,
202440,fall 2024,45269,ACCT 395-010,,Sustainability & ESG Reporting,"Students explore the demand for corporate sustainability, long-term value drivers, the materiality of sustainability issues, major reporting frameworks and requirements, and the quality of ESG disclosure. Through assignments, readings, lectures, and discussions, students learn to critically analyze reports, assess transparency, and understand current trends. By course end, they’ll be equipped to evaluate and make recommendations to enhance corporate sustainability, and will have gained skills in critical analysis and public perception of sustainability disclosures.",M W,RB 141,,-, ,,-, ,18,30,35,802833061,"Lambert, Tamara",,,Business,,,,,,,
202440,fall 2024,41667,ACCT 442-010,,Financial Reporting and Analysis,"This course focuses on the organization, measurement, and interpretation of economic information in corporate financial reports. It emphasizes the use and interpretation of the financial statements issued by business organizations. Topics include: accounting concepts and principles, accrual accounting, accounting cycle, revenue, expense, asset, liability and equity accounts. Students are exposed to balance sheet valuation, income determination, cash flow analysis, accounting judgment, profit manipulation, evaluation of earnings quality, and the ethical framework to guide business decisions.",T R,BI 221,,-, ,,-, ,14,30,35,824686314,"Duquette, Robert",,,Business,,,,,,,
202440,fall 2024,42697,ACCT 444-010,,Accounting for Decision Making,"This course emphasizes the organization, measurement and interpretation of internal accounting information that managers use to make business decisions. Students learn techniques such as cost analysis, budgeting, performance evaluation, and employee motivation. Topics include: cost flows in service and manufacturing enterprises; product and process costing; transfer pricing; resource planning, evaluation and control through budgeting, make-or-buy decisions; activity-based costing; standard costing, and variance analyses; pricing and production decision making using cost-volume-profit analysis.",T R,BI 221,,-, ,,-, ,14,30,35,824686314,"Duquette, Robert",,,Business,,,,,,,
202440,fall 2024,41678,ANTH 011-010,"CC, SS, SW",Cultural Diversity and Human Nature,"A cross-cultural investigation of variation in human societies. Examines forms of social organization, kinship, religion, symbolism, and language through the consideration of specific cultural case studies in local and global contexts. Students will learn how anthropological research methods enhance understanding of contemporary social issues, help solve real-world problems, and foster an informed perspective on what it means to be human.",T R,PA 416,,-, ,,-, ,98,99,110,812529189,"Fox, Samantha",,,Arts & Sciences,,,,,,,
202440,fall 2024,41679,ANTH 012-010,"CC, NS, NW, Q",Introduction to Archaeology & Human Orig,"Explore how archaeologists and biological anthropologists scientifically study human evolution and how diverse human societies arose. Examine theories and evidence showing what makes both species and cultures adapt and change. Specific topics include: genetics; natural selection; primate behavior; dating and excavation methods; beginnings of art, agriculture, and inequality; and how researchers respond to racist and pseudoscientific claims about the past. Use data from archaeology, biology, and geology to support evidence-based explanations for what forces have made us human.",M W,MG 102,,-, ,,-, ,67,80,110,810649844,"Mickel, Allison",,,Arts & Sciences,,,,,,,
202440,fall 2024,44526,ANTH 191-010,"CC, SS, SW, W",Cultural& Historical Landscape,"The interaction between environment and human activity is an essential part of interpreting not only the economic and socio-political development of societies, but also is important in explaining the symbolic and religious dimensions of human behavior. The archaeology of landscapes is the study of the many ways in which the land was transformed and organized in the past, and considers many factors: economical, political, symbolic and religious. This class will examine how human behavior is affected by the natural environment and how the construction of history and myths are often intimately related to the landscapes. This course fulfills elective requirements for Anthropology, and Sociology & Anthropology majors and minors",T R,MU 353,,-, ,,-, ,9,19,24,800048208,"Lopez Bejarano, Jose Maria",,,Arts & Sciences,,,,,,,
202440,fall 2024,44985,ANTH 191-012,"CC, SS, SW, W",Special Topics: Indig Cult NA,"This course is an introduction to the history and archaeology of the indigenous peoples of North America from the earliest known inhabitants until the present day. This class will focus on the study of Native peoples of the Northeast, the Midwest, the Southwest, and the Far West. Among the topics to be discussed the course will include an introduction to the history of American archaeology, its methods and theories, and its relationship to contemporary Native peoples, particular attention will be given to NAGPRA and indigenous archaeology.",T R,MU 253,,-, ,,-, ,19,19,24,800048208,"Lopez Bejarano, Jose Maria",,,Arts & Sciences,,,,,,,
202440,fall 2024,44889,ANTH 227-010,"CC, HE, SS",Archaeological Theory,"Explores important issues in the interpretation of archaeological material. Issues include variable utility of anthropological analogies, unevenness of data, reconstructions of past cultures, processual and post-processual approaches. Students will write a sample NSF proposal.",M W,ST 490,,-, ,,-, ,15,19,24,800040458,"Anzellini, Armando",,,Arts & Sciences,,,,,,,
202440,fall 2024,43638,ARAB 001-010,"AL, HU",Elementary Arabic I,"The general objective of this course is to familiarize students with the sounds and the letters of Arabic, along with basic communication skills. Students are required to use Arabic in class discussion. Attendance and class participation are necessary to achieve the above-stated goals. Upon completion of this course, students will be able to read, write, speak, and understand Arabic at the elementary level.",M W F,MD C320,,-, ,,-, ,18,20,22,822280251,"Hamouch, Nada",,,Arts & Sciences,,,,,,,
202440,fall 2024,44440,ARAB 011-010,"AL, HU",Intermediate Arabic I,"Development of communication skills and cultural awareness through reading materials and viewing films. Grammar is presented in context. Emphasis on communicative ability in oral and writing skills, and on the use and cultural aspects of the language through authentic materials. Students learn how to communicate effectively and appropriately while satisfying their intellectual curiosity to learn about the civilization and culture, current as well as historical dimensions.",M W F,MD C320,,-, ,,-, ,7,12,12,822280251,"Hamouch, Nada",,,Arts & Sciences,,,,,,,
202440,fall 2024,44931,ARAB 231-010,"AL, HU, W",Third Year Arabic I,"Enhance fluency, particularly conversational Arabic. Emphasis on comprehension of written and spoken language. Dialogue, reading, and analysis of texts to enhance critical thinking, as well as promote mastery of the language. Immersion in overall increase in fluency. Advanced level geared towards command and comprehension of conversation and written texts, textbooks, and media (i.e., newspaper, magazine).",M W,MD C320,,-, ,,-, ,5,6,8,822280251,"Hamouch, Nada",,,Arts & Sciences,,,,,,,
202440,fall 2024,44981,ARCH 034-060,"AL, HU",Digital Drawing and 3D,"In our increasingly visual world we often need to present ideas in realistic, expressive, and engaging ways. This introductory course presents the basics of digital drawing and rendering through the lens of architecture, but is intended for students of all disciplines interested in visual communication. This project-based course focuses on the essentials of AutoCAD, SketchUp, and Revit supplemented with V-Ray and Photoshop for rendering.",T R,BC B005,,-, ,,-, ,16,16,16,839466664,"Ussler, Christine",,,Arts & Sciences,,,,,,,
202440,fall 2024,44510,ARCH 157-010,"CC, HU, Q",Architectural Technology I,"The two-course sequence (ARCH 157 & ARCH 158) introduces the use of building materials, components and systems (slabs, walls, trusses, facade systems, etc.) while providing students with the knowledge to design and construct comfortable, technically sound and aesthetically pleasing buildings. Recommended to be taken concurrently with ARCH 143.",M W,BC 115,,-, ,,-, ,28,22,25,801149224,"Nikolov, Nikolai",,,Arts & Sciences,,,,,,,
202440,fall 2024,44221,ARCH 210-010,"HU, W",20th Century Architecture,"History and theories of modern and contemporary architecture. Analysis of buildings, architects, theories and manifestos from the early 20th century to the present.",M W,BC 115,,-, ,,-, ,27,28,28,806521729,"Han, Eugene",,,Arts & Sciences,,,,,,,
202440,fall 2024,40239,ARCH 311-010,HU,Architectural Portfolio,"The course will aid students in the concept, layout, and preparation of a portfolio for graduate school application or employment search. Graphic techniques and reproduction methods will be emphasized via software workshops and weekly feedback. Recommended to be taken with ARCH 343. Non-architecture majors interested in taking the course should contact the instructor.",M W,BC B005,,-, ,,-, ,18,18,18,800147188,"Zhang, Chi",,,Arts & Sciences,,,,,,,
202440,fall 2024,45679,ARCH 311-011,HU,Architectural Portfolio,"The course will aid students in the concept, layout, and preparation of a portfolio for graduate school application or employment search. Graphic techniques and reproduction methods will be emphasized via software workshops and weekly feedback. Recommended to be taken with ARCH 343. Non-architecture majors interested in taking the course should contact the instructor.",M W,BC C010,,-, ,,-, ,14,16,16,801149224,"Nikolov, Nikolai",,,Arts & Sciences,,,,,,,
202440,fall 2024,41443,ART 001-010,"HE, HU",Art and Architecture History: Ancient to Medieval,"Survey of art and architecture around the globe, from the world's earliest artistic and architectural production through the 14th century. European, Middle Eastern, African, Asian and Central and South American works are covered. The course also serves as an introduction to the vocabulary, concepts, and methods of art and architectural history.",T R,LL 270,,-, ,,-, ,163,156,150,841374449,"Sawicki, Nicholas",,,Arts & Sciences,,,,,,,
202440,fall 2024,41686,ART 004-060,"AL, HU",Three-Dimensional Design,"An introduction to the basic elements and principles of design. involves use of various materials to solve 3D design problems in studio and computer lab. Problem solving in variety of materials for 3D design including assemblages, models, constructions, and conceptual forms. Required for all majors in department.",M W,BC C010,,-, ,,-, ,16,16,16,800048347,"Gibbons, Kayla",,,Arts & Sciences,,,,,,,
202440,fall 2024,45745,ART 004-062,"AL, HU",Three-Dimensional Design,"An introduction to the basic elements and principles of design. involves use of various materials to solve 3D design problems in studio and computer lab. Problem solving in variety of materials for 3D design including assemblages, models, constructions, and conceptual forms. Required for all majors in department.",M W,BC C010,,-, ,,-, ,13,16,16,800048347,"Gibbons, Kayla",,,Arts & Sciences,,,,,,,
202440,fall 2024,41056,ART 013-060,"AL, HU",Sculpture I,"Through a series of hands-on projects, students will explore a variety of sculptural materials and techniques, including wood, metal, fabric, and plaster. In addition, they will engage with modern and contemporary sculpture through class discussions, brief readings, and critiques to develop both technical skills and critical understanding.",M W,BC C004,,-, ,,-, ,16,16,16,800088236,"Tenser, Alina",,,Arts & Sciences,,,,,,,
202440,fall 2024,41727,ART 035-060,"AL, HU",Painting I,Painting in oil beginning with color mixing and basic layering techniques. Students learn the basic mechanisms for creative expression. Emphasis on understanding the physical nature of the materials.,T R,BC A010,,-, ,,-, ,16,16,16,801351065,"Murphy, Deirdre",,,Arts & Sciences,,,,,,,
202440,fall 2024,45762,ART 096-010,,"Art ,Culture, Story AmWst-LL","This course explores art and culture through the lenses of New Mexico’s Native American, Hispanic, and white/Northern European peoples, whose histories and identities are complex, layered, and contested. Draws on visits to museums and art spaces as well as conversations with artists and others to understand community, power, and place. Drawing and/or painting exercises are designed to elicit deeper seeing and understanding of both art and these histories. For Lehigh Launch-Semester in the American West students only.",, ,,-, ,,-, ,8,10,10,800175029,"McEnaney, Lillia",,,Arts & Sciences,,,,,,,
202440,fall 2024,45640,ART 127-010,"CC, HE, HU",History of Photography,"An overview of the history of photography and its theoretical debates since the inception of the medium in the early 19th century through the present. Combining lectures, on-site analysis of works from the Lehigh University Art Galleries, guest speakers, and exhibition visits, students will explore themes including the function of photographs in different historical and cultural contexts; photography’s relation to fiction, truth, ethics, and aesthetics; and the role of materials, techniques, and reproduction in the creation of meaning.",M W,BC 119A,,-, ,,-, ,8,18,18,893869997,"San Martin, Florencia",,,Arts & Sciences,,,,,,,
202440,fall 2024,44946,ART 173-060,"AL, HE, HU, W",Special Topics: Clay & Plaster Sculptur,"This course focuses on sculpture techniques utilizing clay and plaster. These materials are deeply rooted in art history and still prevalent in contemporary art today. Students will undertake 4-5 projects, incorporating both structured and self-directed approaches. Additionally, they will explore contemporary art concepts and study artists employing these materials.",M W,BC C004,,-, ,,-, ,9,16,16,800088236,"Tenser, Alina",,,Arts & Sciences,,,,,,,
202440,fall 2024,45739,ART 195-060,,Timber: Woodshop Intro,"Timber Tutorials offers a gateway to working in the woodshop of the Lehigh University Design Labs, Mountaintop location. Students will complete the full safety certification which will permit access to the shop and tools for class. Several guided projects will help build foundational skills to navigate the equipment in the woodshop. Prior to the first class session, students will need to successfully complete a portion of the preliminary woodshop training and testing online, links and instructions will be provided.",F,BC C010,,-, ,,-, ,6,10,10,810261398,"Moore, Michael",,,Arts & Sciences,,,,,,,
202440,fall 2024,43595,ART 300-018,,Apprentice Teaching,"Supervised participation in various aspects of the teaching of a course. Consent of instructor, department chairperson, and permission of the Dean required.",, ,,-, ,,-, ,3,3,3,801351065,"Murphy, Deirdre",,,Arts & Sciences,,,,,,,
202440,fall 2024,44932,ARTS 090-010,,BQ Sem:How should we remember?,"Big Questions Seminars focus on complex questions that have no simple or obvious answers. These can include, but are not limited to, the deep enduring questions that humanity has grappled with for ages or emerging questions of today.",M W,DR 202,,-, ,,-, ,13,18,20,832554771,"Gordon, Scott",,,Arts & Sciences,,,,,,,
202440,fall 2024,45747,ARTS 096-010,,West Integration - LL,"Throughout the Lehigh Launch West program students will engage in weekly meetings and discussions, and produce essays integrating the courses and experiences.",, ,,-, ,,-, ,8,14,14,815419696,"Jensen, Jennifer",,,Arts & Sciences,,,,,,,
202440,fall 2024,43630,ASIA 053-010,"AL, HU",Bollywood Dance,"Bollywood is a term compounded from Bombay"" (now Mumbai) and “Hollywood.” Bollywood dance is the movement form used in Indian films - a unique and energetic style inspired by Indian folk dance and Indian classical dance, Middle Eastern, and modern dance. Explore how each of these unique styles combine to create modern Bollywood dance. Learn the fundamental movements, gestures, and expressions that create the Bollywood dance aesthetic, and how they are applied in choreographed sequences.",,,,,,,,,,,,,,,,Arts & Sciences,,,,,,,
202440,fall 2024,40296,ASTR 007-010,"NS, NW, Q",Introduction to Astronomy,"Introduction to planetary, stellar, galactic, and extragalactic astronomy. An examination of the surface characteristics, atmospheres, and motions of planets and other bodies in our solar system. Properties of the sun, stars, and galaxies, including the birth and death of stars, stellar explosions, and the formation of stellar remnants such as white dwarfs, neutron stars, pulsars, and black holes. Quasars, cosmology, and the evolution of the universe. May not be taken by students who have previously completed ASTR 105, PHY 105,.",M W,LL 270,,-, ,,-, ,79,120,120,863532087,"McCloat, Sean",,,Arts & Sciences,,,,,,,
202440,fall 2024,40297,ASTR 008-060,"LS, NS, NW",Introduction to Astronomy Lab,Laboratory to accompany ASTR 007. Must be enrolled concurrently in ASTR 007.,W,LL 221,,-, ,,-, ,13,20,20,812655329,"McSwain, Mary",,,Arts & Sciences,,,,,,,
202440,fall 2024,40298,ASTR 008-061,"LS, NS, NW",Introduction to Astronomy Lab,Laboratory to accompany ASTR 007. Must be enrolled concurrently in ASTR 007.,R,LL 221,,-, ,,-, ,11,20,20,812655329,"McSwain, Mary",,,Arts & Sciences,,,,,,,
202440,fall 2024,41798,ASTR 273-010,"NS, Q",Research,Participation in current research projects being carried out within the department.,, ,,-, ,,-, ,5,10,10,812655329,"McSwain, Mary",,,Arts & Sciences,,,,,,,
202440,fall 2024,41096,ASTR 301-010,"NS, Q, W",Introduction to Stellar Astrophysics,"This course will take an observational, theoretical, and computational perspective to investigate the physics of stars. Students will learn how to measure fundamental stellar properties (distance, brightness, mass, radius, and temperature). Students will combine astronomical data analysis with physical modeling, including applications from classical mechanics, quantum mechanics, thermodynamics, electromagnetism, and nuclear physics, to describe the atmosphere, internal structure, energy generation, and evolution of stars. Additional topics include: binary stars, variable stars, supernovae, white dwarfs, neutron stars, pulsars, and black holes.",M W,LL 512,,-, ,,-, ,9,20,20,812655329,"McSwain, Mary",,,Arts & Sciences,,,,,,,
202440,fall 2024,43559,BIOE 025-010,,Computer-aided Design for Bioengineers,"Introduction to computer-aided design and analysis using SolidWorks software. Best design practices and hands-on experience in building parts, assemblies, and creating technical 2D drawings. Applications important in the medical product industry, such as diagnostic and clinical equipment, surgical tools, implants, drug delivery systems, and pharmaceutical packaging systems.",T R,ST 121,,-, ,,-, ,19,20,20,804727538,"Abrantes De O Seabra Nunes, Ines",,,Engineering,,,,,,,
202440,fall 2024,43560,BIOE 025-011,,Computer-aided Design for Bioengineers,"Introduction to computer-aided design and analysis using SolidWorks software. Best design practices and hands-on experience in building parts, assemblies, and creating technical 2D drawings. Applications important in the medical product industry, such as diagnostic and clinical equipment, surgical tools, implants, drug delivery systems, and pharmaceutical packaging systems.",T R,ST 121,,-, ,,-, ,19,20,20,804727538,"Abrantes De O Seabra Nunes, Ines",,,Engineering,,,,,,,
202440,fall 2024,43665,BIOE 025-110,,Computer-aided Design for Bioengineers,"Introduction to computer-aided design and analysis using SolidWorks software. Best design practices and hands-on experience in building parts, assemblies, and creating technical 2D drawings. Applications important in the medical product industry, such as diagnostic and clinical equipment, surgical tools, implants, drug delivery systems, and pharmaceutical packaging systems.",W,ST 121,,-, ,,-, ,20,20,20,804727538,"Abrantes De O Seabra Nunes, Ines",,,Engineering,,,,,,,
202440,fall 2024,43672,BIOE 025-111,,Computer-aided Design for Bioengineers,"Introduction to computer-aided design and analysis using SolidWorks software. Best design practices and hands-on experience in building parts, assemblies, and creating technical 2D drawings. Applications important in the medical product industry, such as diagnostic and clinical equipment, surgical tools, implants, drug delivery systems, and pharmaceutical packaging systems.",F,ST 121,,-, ,,-, ,18,20,20,804727538,"Abrantes De O Seabra Nunes, Ines",,,Engineering,,,,,,,
202440,fall 2024,43043,BIOE 095-010,,Introduction to Bioengineering Practice,,W,LI 404,,-, ,,-, ,4,8,8,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,40630,BIOE 110-010,,Elements Of Bioengineering,"An introduction to the fields of biotechnology and biomedical engineering. The areas include biomechanics, biomaterials, bioinstrumentation, medical imaging, rehabilitation engineering, biosensors, biotechnology and tissue engineering.",M W,MG 102,,-, ,,-, ,67,75,75,861567222,"Holten-Andersen, Niels",,,Engineering,,,,,,,
202440,fall 2024,43656,BIOE 110-110,,Elements Of Bioengineering,"An introduction to the fields of biotechnology and biomedical engineering. The areas include biomechanics, biomaterials, bioinstrumentation, medical imaging, rehabilitation engineering, biosensors, biotechnology and tissue engineering.",F,LL 512,,-, ,,-, ,29,35,35,861567222,"Holten-Andersen, Niels",,,Engineering,,,,,,,
202440,fall 2024,45174,BIOE 110-111,,Elements Of Bioengineering,"An introduction to the fields of biotechnology and biomedical engineering. The areas include biomechanics, biomaterials, bioinstrumentation, medical imaging, rehabilitation engineering, biosensors, biotechnology and tissue engineering.",R,PA 360,,-, ,,-, ,38,40,40,861567222,"Holten-Andersen, Niels",,,Engineering,,,,,,,
202440,fall 2024,43037,BIOE 225-010,,Regulatory Affairs,"Review of the principles of the Food and Drug Administration including its history, mission and applied regulations. Understanding of how the FDA works with industry and is integral to the development of new products and technologies. Review and critique of case studies in various parts of the biomedical industry to see how FDA regulations are applied. Validation and analysis of products using failure mode analysis. Students in the class must have at least junior standing.",W,MG 290,,-, ,,-, ,19,25,32,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,45177,BIOE 225-011,,Regulatory Affairs,"Review of the principles of the Food and Drug Administration including its history, mission and applied regulations. Understanding of how the FDA works with industry and is integral to the development of new products and technologies. Review and critique of case studies in various parts of the biomedical industry to see how FDA regulations are applied. Validation and analysis of products using failure mode analysis. Students in the class must have at least junior standing.",F,MG 290,,-, ,,-, ,12,25,32,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,41988,BIOE 242-014,,Bioengineering Research,"Research on a topic chosen by students, with a faculty advisor typically from the three bioengineering tracks (biopharmaceutical engineering, bioelectronic/biophotonics or biomechanics and biomaterials). Independent meetings with advising professor will track progress. Includes written reports and/or oral presentations. Consent of instructor required.",, ,,-, ,,-, ,11,11,5,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,41991,BIOE 242-017,,Bioengineering Research,"Research on a topic chosen by students, with a faculty advisor typically from the three bioengineering tracks (biopharmaceutical engineering, bioelectronic/biophotonics or biomechanics and biomaterials). Independent meetings with advising professor will track progress. Includes written reports and/or oral presentations. Consent of instructor required.",, ,,-, ,,-, ,3,10,5,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,43496,BIOE 242-032,,Bioengineering Research,"Research on a topic chosen by students, with a faculty advisor typically from the three bioengineering tracks (biopharmaceutical engineering, bioelectronic/biophotonics or biomechanics and biomaterials). Independent meetings with advising professor will track progress. Includes written reports and/or oral presentations. Consent of instructor required.",, ,,-, ,,-, ,4,10,5,821051173,"Herz, Lori",,,Engineering,,,,,,,
202440,fall 2024,40669,BIOE 357-060,,Integrated Biostruct Mech Lab,"This laboratory course provides experience with instruments, assays & techniques used in biomedical industries and research. Labs connect students to real-world bioengineering applications relevant to the biomedical device, diagnostics, tissue engineering and biopharmaceutical industries. Students gain experience in commonly used analytical techniques, microscopy and mammalian cell culture techniques, and examine the interaction of living and non-living materials. Applications include cell biomechanics, mechanical testing of materials, microfluidic devices, drug delivery, tissue engineering, kinematics of human movement and other current topics.",T R,IA C131,,-, ,,-, ,4,10,10,889663101,"Perry, Susan",,,Engineering,,,,,,,
202440,fall 2024,45751,BIOE 498-010,,Medical Device Product Development Life Cycle,"This course was structured by me to emulate working in the medical device industry. It will teach tasks that are often the first things R&D engineers in industry encounter and own as they begin to work in a product development environment. Students can expect to learn about what its like to not only develop products, but maintain them and make changes to legacy designs that are aging and entering different phases of their life cycles.",T,ONLINE ,,-, ,,-, ,11,10,10,845663677,"Berry, Bonaire",,,Engineering,,,,,,,
202440,fall 2024,43730,BIOS 044-010,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,T R,WH 303,,-, ,,-, ,135,180,215,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43731,BIOS 044-111,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,M,ST 290,,-, ,,-, ,30,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,45515,BIOS 044-112,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,T,PA 258,,-, ,,-, ,17,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43741,BIOS 044-113,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,W,BI 105,,-, ,,-, ,29,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
