TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202510,spring 2025,13289,MATH 021-212,,Calculus I,"Functions and graphs; limits and continuity; derivative, differential, and applications; indefinite and definite integrals; trigonometric, logarithmic, exponential, and hyperbolic functions. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",R,MG 290,,-, ,,-, ,14,15,20,831347944,"Siene, James",,,Arts & Sciences,,,,,,,
202510,spring 2025,13290,MATH 021-213,,Calculus I,"Functions and graphs; limits and continuity; derivative, differential, and applications; indefinite and definite integrals; trigonometric, logarithmic, exponential, and hyperbolic functions. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",F,MG 112,,-, ,,-, ,13,15,20,831347944,"Siene, James",,,Arts & Sciences,,,,,,,
202510,spring 2025,13292,MATH 022-110,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T R,TBD ,,-, ,,-, ,74,92,108,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,13293,MATH 022-111,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M,LL 512,,-, ,,-, ,19,23,27,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,13294,MATH 022-112,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",W,MG 113,,-, ,,-, ,20,23,27,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,13295,MATH 022-113,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 270,,-, ,,-, ,18,23,27,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,13296,MATH 022-114,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 270,,-, ,,-, ,17,23,27,813541053,"Sun, Xiaofeng",,,Arts & Sciences,,,,,,,
202510,spring 2025,13297,MATH 022-210,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M W,TBD ,,-, ,,-, ,53,90,90,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13298,MATH 022-211,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,MG 112,,-, ,,-, ,12,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13299,MATH 022-212,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,MG 290,,-, ,,-, ,22,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13300,MATH 022-213,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",R,DR 209,,-, ,,-, ,13,22,22,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13303,MATH 022-214,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 113,,-, ,,-, ,6,22,22,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13304,MATH 022-310,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M W,TBD ,,-, ,,-, ,73,92,108,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13305,MATH 022-311,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,PA 450,,-, ,,-, ,23,23,27,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13306,MATH 022-312,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",R,MG 112,,-, ,,-, ,22,23,27,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13307,MATH 022-313,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 260,,-, ,,-, ,23,23,27,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13309,MATH 022-314,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 110,,-, ,,-, ,5,23,27,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13312,MATH 022-410,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M W,TBD ,,-, ,,-, ,83,92,108,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13315,MATH 022-411,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,PA 450,,-, ,,-, ,23,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13318,MATH 022-412,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",R,CU 218,,-, ,,-, ,22,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13320,MATH 022-413,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",R,RB 061,,-, ,,-, ,17,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13322,MATH 022-414,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 480,,-, ,,-, ,21,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13326,MATH 022-510,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M W,TBD ,,-, ,,-, ,77,92,108,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13329,MATH 022-511,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,RB 201,,-, ,,-, ,23,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13330,MATH 022-512,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T,PA 503,,-, ,,-, ,18,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13331,MATH 022-513,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",R,PA 208,,-, ,,-, ,23,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13332,MATH 022-514,,Calculus II,"Applications of integration; techniques of integration; separable differential equations; infinite sequences and series; Taylor's Theorem and other approximations; curves and vectors in the plane. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",F,MG 113,,-, ,,-, ,13,23,27,815503085,"Cream, Megan",,,Arts & Sciences,,,,,,,
202510,spring 2025,13333,MATH 023-110,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",T R,TBD ,,-, ,,-, ,101,100,120,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13334,MATH 023-111,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",M,PA 450,,-, ,,-, ,27,25,30,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13335,MATH 023-112,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",W,MG 113,,-, ,,-, ,22,25,30,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13336,MATH 023-113,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 111,,-, ,,-, ,28,25,30,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13337,MATH 023-114,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 111,,-, ,,-, ,24,25,30,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13339,MATH 023-210,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",T R,TBD ,,-, ,,-, ,90,76,92,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13340,MATH 023-211,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",M,MG 113,,-, ,,-, ,23,19,25,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13341,MATH 023-212,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",W,XS 401,,-, ,,-, ,24,19,25,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13345,MATH 023-213,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 270,,-, ,,-, ,21,19,25,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13346,MATH 023-214,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 112,,-, ,,-, ,22,19,25,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,13347,MATH 023-310,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",M W,TBD ,,-, ,,-, ,93,76,100,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,13349,MATH 023-311,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",T,ST 190,,-, ,,-, ,24,19,25,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,13351,MATH 023-312,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",R,PA 208,,-, ,,-, ,23,19,25,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,13352,MATH 023-313,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 112,,-, ,,-, ,23,19,25,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,13354,MATH 023-314,,Calculus III,"Vectors in space; partial derivatives; Lagrange multipliers; multiple integrals; vector analysis; line integrals; Green's Theorem, Gauss's Theorem. Students may not obtain credit for more than one of MATH 023, MATH 033. However all graded courses will still be factored into the GPA.",F,MG 112,,-, ,,-, ,23,19,25,858494568,"Neel, Robert",,,Arts & Sciences,,,,,,,
202510,spring 2025,12432,MATH 051-110,,Survey Of Calculus I,"Limits. The derivative and applications to extrema, approximation, and related rates. Exponential and logarithm functions, growth and decay. Integration. Trigonometric functions and related derivatives and integrals. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",M W,WH 203,,-, ,,-, ,48,50,60,814902096,"Hauser, Jacob",,,Arts & Sciences,,,,,,,
202510,spring 2025,13355,MATH 051-111,,Survey Of Calculus I,"Limits. The derivative and applications to extrema, approximation, and related rates. Exponential and logarithm functions, growth and decay. Integration. Trigonometric functions and related derivatives and integrals. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",F,MG 111,,-, ,,-, ,25,25,30,814902096,"Hauser, Jacob",,,Arts & Sciences,,,,,,,
202510,spring 2025,13357,MATH 051-112,,Survey Of Calculus I,"Limits. The derivative and applications to extrema, approximation, and related rates. Exponential and logarithm functions, growth and decay. Integration. Trigonometric functions and related derivatives and integrals. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",F,MG 111,,-, ,,-, ,23,25,30,814902096,"Hauser, Jacob",,,Arts & Sciences,,,,,,,
202510,spring 2025,10222,MATH 052-010,,Survey Of Calculus II,"Techniques of integration. Differential equations. Probability and calculus. Partial derivatives and extrema. Multiple integrals and applications. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",M W,CU 218,,-, ,,-, ,38,45,60,820671171,"Wang, Peipei",,,Arts & Sciences,,,,,,,
202510,spring 2025,11638,MATH 052-011,,Survey Of Calculus II,"Techniques of integration. Differential equations. Probability and calculus. Partial derivatives and extrema. Multiple integrals and applications. Students may not obtain credit for more than one of Math022, Math032, Math052, Math082. However all graded courses will still be factored into the GPA.",T R,CU 218,,-, ,,-, ,52,45,60,800150590,"Mazurowski, Liam",,,Arts & Sciences,,,,,,,
202510,spring 2025,10223,MATH 076-010,,"Calculus I, Part B","Continuation of MATH 075, covering the second half of MATH 021. Meets three hours per week. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",M W,MG 480,,-, ,,-, ,22,40,50,868175056,"Pan, Sihong",,,Arts & Sciences,,,,,,,
202510,spring 2025,11637,MATH 076-011,,"Calculus I, Part B","Continuation of MATH 075, covering the second half of MATH 021. Meets three hours per week. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",M W,MG 480,,-, ,,-, ,24,40,50,800109501,"Holmes, Emily",,,Arts & Sciences,,,,,,,
202510,spring 2025,11019,MATH 081-110,,Calculus w/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",M W,CU 218,,-, ,,-, ,17,75,81,812104432,"Berger, Steven",,,Arts & Sciences,,,,,,,
202510,spring 2025,13363,MATH 081-111,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",T,PA 208,,-, ,,-, ,10,25,27,812104432,"Berger, Steven",,,Arts & Sciences,,,,,,,
202510,spring 2025,13366,MATH 081-112,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",R,NV 002,,-, ,,-, ,4,25,27,812104432,"Berger, Steven",,,Arts & Sciences,,,,,,,
202510,spring 2025,13367,MATH 081-113,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",T,RB 261,,-, ,,-, ,3,25,27,812104432,"Berger, Steven",,,Arts & Sciences,,,,,,,
202510,spring 2025,13368,MATH 081-210,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",M W,CU 218,,-, ,,-, ,59,75,81,817323903,"Reiter, Isaac",,,Arts & Sciences,,,,,,,
202510,spring 2025,13369,MATH 081-211,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",T,MG 111,,-, ,,-, ,10,25,27,817323903,"Reiter, Isaac",,,Arts & Sciences,,,,,,,
202510,spring 2025,13370,MATH 081-212,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",R,PA 360,,-, ,,-, ,24,25,27,817323903,"Reiter, Isaac",,,Arts & Sciences,,,,,,,
202510,spring 2025,13371,MATH 081-213,,Calculus W/Business Appl I,"Limits and continuity; exponential, logarithmic and trigonometric functions; derivatives; extrema; approximations; indefinite and definite integrals. Applications with emphasis on business and economics. Students may not obtain credit for more than one of Math021, Math031, Math051, (Math075 and Math076), Math081. However all graded courses will still be factored into the GPA.",R,MG 111,,-, ,,-, ,25,25,27,817323903,"Reiter, Isaac",,,Arts & Sciences,,,,,,,
202510,spring 2025,15428,MATH 096-010,,Calc I with Bus App Part B,,M W,CU 215,,-, ,,-, ,19,20,20,868872711,"Hinerman, Gerald",,,Arts & Sciences,,,,,,,
202510,spring 2025,15494,MATH 097-060,,Calc II Future Makers LAB,"Pilot lab bridging Calculus II theory with real-world applications; hands-on projects in data collection, analysis, and mathematical modeling. Practical problem-solving, interdisciplinary learning and Makerspace integration; fostering deep conceptual understanding and STEM readiness.",M,WB 145,,-, ,,-, ,11,10,10,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,15495,MATH 097-061,,Calc II Future Makers LAB,"Pilot lab bridging Calculus II theory with real-world applications; hands-on projects in data collection, analysis, and mathematical modeling. Practical problem-solving, interdisciplinary learning and Makerspace integration; fostering deep conceptual understanding and STEM readiness.",F,WB 145,,-, ,,-, ,9,10,10,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,10463,MATH 163-010,,Introduction to Math. Reasoning,"An introduction to the discipline of mathematics for students considering a major in mathematics. Provides an introduction to rigorous mathematical reasoning, including basic proof techniques (e.g., basic propositional calculus, induction, contradiction) and key concepts which recur throughout mathematics (e.g., universal and existential quantifiers, equivalence classes, basic set theory). Students majoring in mathematics should complete this course before MATH 242, MATH 243 or MATH 301 and are encouraged to complete this course in the first or second year of study.",M W,CU 215,,-, ,,-, ,15,19,25,841725458,"Isaak, Garth",,,Arts & Sciences,,,,,,,
202510,spring 2025,15427,MATH 203-010,,Actuarial Exam II-Financl Math,"Preparation for the second actuarial exam - financial mathematics. Mathematics of interest and investments, interest rate measurement, present value, annuities, loan repayment schemes, bond valuation, introduction to derivative securities. Practice in solving problems from past exams.",T R,CU 115,,-, ,,-, ,10,15,20,817421611,"Dalton, Andrew",,,Arts & Sciences,,,,,,,
202510,spring 2025,13373,MATH 205-010,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,T R,TBD ,,-, ,,-, ,61,60,75,830328459,"Hicks-Bush, Angela",,,Arts & Sciences,,,,,,,
202510,spring 2025,10225,MATH 205-011,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,T R,WH 203,,-, ,,-, ,60,45,50,896723244,"Russoniello, Nicholas",,,Arts & Sciences,,,,,,,
202510,spring 2025,10226,MATH 205-012,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,T R,WH 203,,-, ,,-, ,55,45,50,896723244,"Russoniello, Nicholas",,,Arts & Sciences,,,,,,,
202510,spring 2025,13374,MATH 205-013,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,T R,WH 207,,-, ,,-, ,48,45,50,896723244,"Russoniello, Nicholas",,,Arts & Sciences,,,,,,,
202510,spring 2025,10227,MATH 205-014,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,M W,TBD ,,-, ,,-, ,45,45,50,845475606,"Zhang, Linghai",,,Arts & Sciences,,,,,,,
202510,spring 2025,10869,MATH 205-015,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,M W,WH 203,,-, ,,-, ,46,45,50,813653570,"Skandera, Mark",,,Arts & Sciences,,,,,,,
202510,spring 2025,15372,MATH 205-016,,Linear Methods,Linear differential equations and applications; matrices and systems of linear equations; vector spaces; eigenvalues and application to linear systems of differential equations.,M W,WH 203,,-, ,,-, ,25,45,50,800145744,"Naff, Keaton",,,Arts & Sciences,,,,,,,
202510,spring 2025,10228,MATH 208-010,,Complex Variables,Functions of a complex variable; calculus of residues; contour integration; applications to conformal mapping and Laplace transforms.,T R,MU 253,,-, ,,-, ,23,25,30,891276113,"Coll, Vincent",,,Arts & Sciences,,,,,,,
202510,spring 2025,10464,MATH 231-010,,Probability And Statistics,"The theoretical basis for applying linear algebra in other fields, including statistics. Topics will include systems of equations, vector spaces, matrices, and linear transformations. Additional topics will include matrix factorizations (including LU, QR, eigen-decomposition, and SVD) and how they can be used in computer analysis of data sets. Not available for credit to students who have completed MATH 242 or STAT 342.",M W,TBD ,,-, ,,-, ,37,50,60,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,10229,MATH 231-011,,Probability And Statistics,"The theoretical basis for applying linear algebra in other fields, including statistics. Topics will include systems of equations, vector spaces, matrices, and linear transformations. Additional topics will include matrix factorizations (including LU, QR, eigen-decomposition, and SVD) and how they can be used in computer analysis of data sets. Not available for credit to students who have completed MATH 242 or STAT 342.",M W,TBD ,,-, ,,-, ,49,40,45,800043913,"Wang, Jiayuan",,,Arts & Sciences,,,,,,,
202510,spring 2025,10230,MATH 231-012,,Probability And Statistics,"The theoretical basis for applying linear algebra in other fields, including statistics. Topics will include systems of equations, vector spaces, matrices, and linear transformations. Additional topics will include matrix factorizations (including LU, QR, eigen-decomposition, and SVD) and how they can be used in computer analysis of data sets. Not available for credit to students who have completed MATH 242 or STAT 342.",T R,TBD ,,-, ,,-, ,40,40,45,842483930,"Tang, Si",,,Arts & Sciences,,,,,,,
